mbgd_gene_id	protein_id
thi:THI_RS02335	ncbip:WP_041608866.1
thi:THI_RS02340	ncbip:WP_041608867.1
thi:THI_RS02350	ncbip:WP_013104622.1
thi:THI_RS02355	ncbip:WP_013104623.1
thi:THI_RS02360	ncbip:WP_013104624.1
thi:THI_RS02365	ncbip:WP_041608868.1
thi:THI_RS02380	ncbip:WP_013104625.1
thi:THI_RS02385	ncbip:WP_013104626.1
thi:THI_RS02390	ncbip:WP_041609113.1
thi:THI_RS02395	ncbip:WP_041608869.1
thi:THI_RS02400	ncbip:WP_013104630.1
thi:THI_RS02405	ncbip:WP_013104631.1
thi:THI_RS02410	ncbip:WP_013104632.1
thi:THI_RS02415	ncbip:WP_013104633.1
thi:THI_RS02420	ncbip:WP_013104634.1
thi:THI_RS02425	ncbip:WP_013104635.1
thi:THI_RS02430	ncbip:WP_013104636.1
thi:THI_RS02440	ncbip:WP_013104637.1
thi:THI_RS02445	ncbip:WP_013104638.1
thi:THI_RS02450	ncbip:WP_013104639.1
thi:THI_RS02455	ncbip:WP_041608870.1
thi:THI_RS02460	ncbip:WP_041608871.1
thi:THI_RS02465	ncbip:WP_041608872.1
thi:THI_RS02470	ncbip:WP_013104643.1
thi:THI_RS02475	ncbip:WP_013104644.1
thi:THI_RS02480	ncbip:WP_041608534.1
thi:THI_RS02490	ncbip:WP_013104645.1
thi:THI_RS02495	ncbip:WP_013104646.1
thi:THI_RS02500	ncbip:WP_013104647.1
thi:THI_RS02505	ncbip:WP_013104648.1
thi:THI_RS02510	ncbip:WP_013104649.1
thi:THI_RS02515	ncbip:WP_013104650.1
thi:THI_RS02520	ncbip:WP_013104651.1
thi:THI_RS02525	ncbip:WP_013104652.1
thi:THI_RS02530	ncbip:WP_041609114.1
thi:THI_RS02535	ncbip:WP_013104654.1
thi:THI_RS02540	ncbip:WP_013104655.1
thi:THI_RS02545	ncbip:WP_013104656.1
thi:THI_RS02550	ncbip:WP_013104657.1
thi:THI_RS02555	ncbip:WP_013104658.1
thi:THI_RS02560	ncbip:WP_041609115.1
thi:THI_RS02565	ncbip:WP_013104660.1
thi:THI_RS02570	ncbip:WP_041609116.1
thi:THI_RS02575	ncbip:WP_013104662.1
thi:THI_RS02580	ncbip:WP_013104663.1
thi:THI_RS02585	ncbip:WP_013104664.1
thi:THI_RS02590	ncbip:WP_013104665.1
thi:THI_RS02595	ncbip:WP_013104666.1
thi:THI_RS02600	ncbip:WP_013104667.1
thi:THI_RS02605	ncbip:WP_013104668.1
thi:THI_RS02610	ncbip:WP_013104669.1
thi:THI_RS02615	ncbip:WP_041609117.1
thi:THI_RS02620	ncbip:WP_013104671.1
thi:THI_RS02625	ncbip:WP_013104672.1
thi:THI_RS02630	ncbip:WP_041608873.1
thi:THI_RS02635	ncbip:WP_013104674.1
thi:THI_RS02640	ncbip:WP_013104675.1
thi:THI_RS02645	ncbip:WP_013104676.1
thi:THI_RS02650	ncbip:WP_013104677.1
thi:THI_RS02655	ncbip:WP_013104678.1
thi:THI_RS02660	ncbip:WP_013104679.1
thi:THI_RS02665	ncbip:WP_013104680.1
thi:THI_RS02670	ncbip:WP_013104681.1
thi:THI_RS02675	ncbip:WP_013104682.1
thi:THI_RS02680	ncbip:WP_013104683.1
thi:THI_RS02685	ncbip:WP_013104684.1
thi:THI_RS02690	ncbip:WP_013104685.1
thi:THI_RS02695	ncbip:WP_013104686.1
thi:THI_RS02700	ncbip:WP_041608874.1
thi:THI_RS02705	ncbip:WP_013104688.1
thi:THI_RS02710	ncbip:WP_041608875.1
thi:THI_RS02715	ncbip:WP_041609118.1
thi:THI_RS02720	ncbip:WP_013104692.1
thi:THI_RS02725	ncbip:WP_041609119.1
thi:THI_RS02730	ncbip:WP_013104695.1
thi:THI_RS02735	ncbip:WP_013104696.1
thi:THI_RS02740	ncbip:WP_041609120.1
thi:THI_RS02745	ncbip:WP_013104698.1
thi:THI_RS02750	ncbip:WP_041608876.1
thi:THI_RS02755	ncbip:WP_041608877.1
thi:THI_RS02760	ncbip:WP_041608878.1
thi:THI_RS02765	ncbip:WP_013104703.1
thi:THI_RS02770	ncbip:WP_013104704.1
thi:THI_RS02775	ncbip:WP_013104705.1
thi:THI_RS02780	ncbip:WP_013104707.1
thi:THI_RS02785	ncbip:WP_013104708.1
thi:THI_RS02790	ncbip:WP_013104709.1
thi:THI_RS02795	ncbip:WP_013104710.1
thi:THI_RS02800	ncbip:WP_013104711.1
thi:THI_RS02805	ncbip:WP_013104713.1
thi:THI_RS02810	ncbip:WP_013104714.1
thi:THI_RS02815	ncbip:WP_013104715.1
thi:THI_RS02820	ncbip:WP_041609121.1
thi:THI_RS02825	ncbip:WP_013104717.1
thi:THI_RS02830	ncbip:WP_013104718.1
thi:THI_RS02835	ncbip:WP_041608879.1
thi:THI_RS02840	ncbip:WP_013104721.1
thi:THI_RS02845	ncbip:WP_041609122.1
thi:THI_RS02850	ncbip:WP_013104724.1
thi:THI_RS02855	ncbip:WP_013104725.1
thi:THI_RS02860	ncbip:WP_041608880.1
thi:THI_RS02865	ncbip:WP_041609123.1
thi:THI_RS02870	ncbip:WP_013104726.1
thi:THI_RS02875	ncbip:WP_013104727.1
thi:THI_RS02880	ncbip:WP_013104728.1
thi:THI_RS02885	ncbip:WP_041609124.1
thi:THI_RS02895	ncbip:WP_041608881.1
thi:THI_RS02900	ncbip:WP_013104730.1
thi:THI_RS02905	ncbip:WP_013104731.1
thi:THI_RS02910	ncbip:WP_013104732.1
thi:THI_RS02915	ncbip:WP_013104733.1
thi:THI_RS02920	ncbip:WP_013104734.1
thi:THI_RS02925	ncbip:WP_013104735.1
thi:THI_RS02930	ncbip:WP_013104736.1
thi:THI_RS02935	ncbip:WP_041608882.1
thi:THI_RS02940	ncbip:WP_013104738.1
thi:THI_RS02945	ncbip:WP_013104739.1
thi:THI_RS02950	ncbip:WP_013104740.1
thi:THI_RS02955	ncbip:WP_013104741.1
thi:THI_RS02960	ncbip:WP_013104742.1
thi:THI_RS02965	ncbip:WP_041608883.1
thi:THI_RS02970	ncbip:WP_013104744.1
thi:THI_RS02975	ncbip:WP_013104745.1
thi:THI_RS02980	ncbip:WP_041608884.1
thi:THI_RS02985	ncbip:WP_013104747.1
thi:THI_RS02990	ncbip:WP_013104748.1
thi:THI_RS02995	ncbip:WP_013104749.1
thi:THI_RS03005	ncbip:WP_013104750.1
thi:THI_RS03010	ncbip:WP_013104751.1
thi:THI_RS03015	ncbip:WP_041609125.1
thi:THI_RS03020	ncbip:WP_013104753.1
thi:THI_RS03025	ncbip:WP_013104754.1
thi:THI_RS03030	ncbip:WP_013104755.1
thi:THI_RS03035	ncbip:WP_013104756.1
thi:THI_RS03040	ncbip:WP_013104757.1
thi:THI_RS03045	ncbip:WP_013104758.1
thi:THI_RS03050	ncbip:WP_041609126.1
thi:THI_RS03055	ncbip:WP_013104760.1
thi:THI_RS03060	ncbip:WP_013104761.1
thi:THI_RS03065	ncbip:WP_041609127.1
thi:THI_RS03070	ncbip:WP_041609128.1
thi:THI_RS03075	ncbip:WP_013104764.1
thi:THI_RS03080	ncbip:WP_013104765.1
thi:THI_RS03085	ncbip:WP_013104766.1
thi:THI_RS03090	ncbip:WP_013104767.1
thi:THI_RS03095	ncbip:WP_013104768.1
thi:THI_RS03100	ncbip:WP_013104769.1
thi:THI_RS03105	ncbip:WP_013104770.1
thi:THI_RS03110	ncbip:WP_013104771.1
thi:THI_RS03115	ncbip:WP_013104772.1
thi:THI_RS03120	ncbip:WP_013104773.1
thi:THI_RS03125	ncbip:WP_013104774.1
thi:THI_RS03130	ncbip:WP_041609129.1
thi:THI_RS03135	ncbip:WP_013104776.1
thi:THI_RS03140	ncbip:WP_041608885.1
thi:THI_RS03145	ncbip:WP_013104777.1
thi:THI_RS03150	ncbip:WP_013104778.1
thi:THI_RS03155	ncbip:WP_041608886.1
thi:THI_RS03160	ncbip:WP_041608887.1
thi:THI_RS03165	ncbip:WP_041609130.1
thi:THI_RS03170	ncbip:WP_013104782.1
thi:THI_RS03175	ncbip:WP_013104783.1
thi:THI_RS03180	ncbip:WP_013104784.1
thi:THI_RS03185	ncbip:WP_013104785.1
thi:THI_RS03190	ncbip:WP_013104787.1
thi:THI_RS03195	ncbip:WP_013104788.1
thi:THI_RS03205	ncbip:WP_041608888.1
thi:THI_RS03210	ncbip:WP_041609131.1
thi:THI_RS03220	ncbip:WP_041608889.1
thi:THI_RS03225	ncbip:WP_013104792.1
thi:THI_RS03230	ncbip:WP_041608890.1
thi:THI_RS03235	ncbip:WP_013104794.1
thi:THI_RS03240	ncbip:WP_013104795.1
thi:THI_RS03245	ncbip:WP_013104796.1
thi:THI_RS03250	ncbip:WP_013104797.1
thi:THI_RS03255	ncbip:WP_013104798.1
thi:THI_RS03260	ncbip:WP_041608891.1
thi:THI_RS03280	ncbip:WP_013104800.1
thi:THI_RS03285	ncbip:WP_013104801.1
thi:THI_RS03290	ncbip:WP_013104802.1
thi:THI_RS03295	ncbip:WP_013104803.1
thi:THI_RS03300	ncbip:WP_013104804.1
thi:THI_RS03305	ncbip:WP_013104805.1
thi:THI_RS03310	ncbip:WP_013104806.1
thi:THI_RS03315	ncbip:WP_013104807.1
thi:THI_RS03320	ncbip:WP_013104808.1
thi:THI_RS03325	ncbip:WP_013104809.1
thi:THI_RS03330	ncbip:WP_013104810.1
thi:THI_RS03335	ncbip:WP_013104811.1
thi:THI_RS03340	ncbip:WP_013104812.1
thi:THI_RS03345	ncbip:WP_013104813.1
thi:THI_RS03355	ncbip:WP_013104815.1
thi:THI_RS03360	ncbip:WP_041608892.1
thi:THI_RS03365	ncbip:WP_041608893.1
thi:THI_RS03370	ncbip:WP_013104818.1
thi:THI_RS03375	ncbip:WP_013104820.1
thi:THI_RS03380	ncbip:WP_013104821.1
thi:THI_RS03385	ncbip:WP_013104822.1
thi:THI_RS03390	ncbip:WP_013104823.1
thi:THI_RS03395	ncbip:WP_013104824.1
thi:THI_RS03400	ncbip:WP_013104825.1
thi:THI_RS03405	ncbip:WP_013104826.1
thi:THI_RS03410	ncbip:WP_013104827.1
thi:THI_RS03415	ncbip:WP_013104828.1
thi:THI_RS03420	ncbip:WP_013104829.1
thi:THI_RS03425	ncbip:WP_013104830.1
thi:THI_RS03430	ncbip:WP_013104831.1
thi:THI_RS03435	ncbip:WP_013104832.1
thi:THI_RS03440	ncbip:WP_013104833.1
thi:THI_RS03445	ncbip:WP_013104834.1
thi:THI_RS03450	ncbip:WP_013104835.1
thi:THI_RS03455	ncbip:WP_013104836.1
thi:THI_RS03460	ncbip:WP_013104837.1
thi:THI_RS03465	ncbip:WP_013104838.1
thi:THI_RS03470	ncbip:WP_013104839.1
thi:THI_RS03480	ncbip:WP_013104842.1
thi:THI_RS03485	ncbip:WP_013104843.1
thi:THI_RS03490	ncbip:WP_013104844.1
thi:THI_RS03495	ncbip:WP_013104845.1
thi:THI_RS03500	ncbip:WP_013104846.1
thi:THI_RS03505	ncbip:WP_013104847.1
thi:THI_RS03510	ncbip:WP_013104848.1
thi:THI_RS03515	ncbip:WP_013104849.1
thi:THI_RS03520	ncbip:WP_013104850.1
thi:THI_RS03525	ncbip:WP_013104851.1
thi:THI_RS03530	ncbip:WP_013104852.1
thi:THI_RS03535	ncbip:WP_013104853.1
thi:THI_RS03540	ncbip:WP_013104854.1
thi:THI_RS03545	ncbip:WP_013104855.1
thi:THI_RS03550	ncbip:WP_013104856.1
thi:THI_RS03555	ncbip:WP_041609132.1
thi:THI_RS03560	ncbip:WP_013104858.1
thi:THI_RS03565	ncbip:WP_013104859.1
thi:THI_RS03570	ncbip:WP_013104860.1
thi:THI_RS03575	ncbip:WP_013104861.1
thi:THI_RS03580	ncbip:WP_013104862.1
thi:THI_RS03585	ncbip:WP_013104863.1
thi:THI_RS03590	ncbip:WP_013104864.1
thi:THI_RS03595	ncbip:WP_013104865.1
thi:THI_RS03600	ncbip:WP_013104866.1
thi:THI_RS03605	ncbip:WP_013104867.1
thi:THI_RS03610	ncbip:WP_041609133.1
thi:THI_RS03615	ncbip:WP_013104869.1
thi:THI_RS03620	ncbip:WP_013104870.1
thi:THI_RS03625	ncbip:WP_013104871.1
thi:THI_RS03630	ncbip:WP_041609134.1
thi:THI_RS03635	ncbip:WP_013104873.1
thi:THI_RS03640	ncbip:WP_041609135.1
thi:THI_RS03645	ncbip:WP_041609136.1
thi:THI_RS03650	ncbip:WP_013104876.1
thi:THI_RS03655	ncbip:WP_013104877.1
thi:THI_RS03660	ncbip:WP_013104878.1
thi:THI_RS03665	ncbip:WP_013104879.1
thi:THI_RS03670	ncbip:WP_013104880.1
thi:THI_RS03675	ncbip:WP_013104881.1
thi:THI_RS03680	ncbip:WP_041609137.1
thi:THI_RS03685	ncbip:WP_013104883.1
thi:THI_RS03690	ncbip:WP_013104884.1
thi:THI_RS03695	ncbip:WP_013104885.1
thi:THI_RS03700	ncbip:WP_013104886.1
thi:THI_RS03705	ncbip:WP_013104887.1
thi:THI_RS03710	ncbip:WP_013104888.1
thi:THI_RS03715	ncbip:WP_013104889.1
thi:THI_RS03720	ncbip:WP_041608894.1
thi:THI_RS03725	ncbip:WP_041608895.1
thi:THI_RS03730	ncbip:WP_041608896.1
thi:THI_RS03735	ncbip:WP_013104891.1
thi:THI_RS03740	ncbip:WP_013104892.1
thi:THI_RS03745	ncbip:WP_013104893.1
thi:THI_RS03750	ncbip:WP_013104894.1
thi:THI_RS03755	ncbip:WP_013104895.1
thi:THI_RS03760	ncbip:WP_013104896.1
thi:THI_RS03765	ncbip:WP_013104897.1
thi:THI_RS03770	ncbip:WP_013104898.1
thi:THI_RS03775	ncbip:WP_013104899.1
thi:THI_RS03780	ncbip:WP_041609138.1
thi:THI_RS03785	ncbip:WP_013104901.1
thi:THI_RS03790	ncbip:WP_013104902.1
thi:THI_RS03795	ncbip:WP_041608550.1
thi:THI_RS03800	ncbip:WP_013104904.1
thi:THI_RS03805	ncbip:WP_013104905.1
thi:THI_RS03810	ncbip:WP_041609139.1
thi:THI_RS03815	ncbip:WP_013104907.1
thi:THI_RS03820	ncbip:WP_013104908.1
thi:THI_RS03825	ncbip:WP_013104909.1
thi:THI_RS03830	ncbip:WP_013104910.1
thi:THI_RS03835	ncbip:WP_013104911.1
thi:THI_RS03840	ncbip:WP_013104913.1
thi:THI_RS03845	ncbip:WP_013104914.1
thi:THI_RS03850	ncbip:WP_013104915.1
thi:THI_RS03855	ncbip:WP_013104916.1
thi:THI_RS03860	ncbip:WP_013104917.1
thi:THI_RS03865	ncbip:WP_041609140.1
thi:THI_RS03870	ncbip:WP_013104919.1
thi:THI_RS03875	ncbip:WP_013104920.1
thi:THI_RS03880	ncbip:WP_013104921.1
thi:THI_RS03885	ncbip:WP_013104922.1
thi:THI_RS03890	ncbip:WP_041609141.1
thi:THI_RS03895	ncbip:WP_013104924.1
thi:THI_RS03900	ncbip:WP_013104925.1
thi:THI_RS03905	ncbip:WP_013104926.1
thi:THI_RS03910	ncbip:WP_013104927.1
thi:THI_RS03915	ncbip:WP_013104928.1
thi:THI_RS03920	ncbip:WP_013104929.1
thi:THI_RS03925	ncbip:WP_013104930.1
thi:THI_RS03930	ncbip:WP_013104931.1
thi:THI_RS03935	ncbip:WP_013104932.1
thi:THI_RS03940	ncbip:WP_013104933.1
thi:THI_RS03950	ncbip:WP_013104934.1
thi:THI_RS03955	ncbip:WP_013104935.1
thi:THI_RS03960	ncbip:WP_013104936.1
thi:THI_RS03965	ncbip:WP_013104937.1
thi:THI_RS03970	ncbip:WP_013104938.1
thi:THI_RS03975	ncbip:WP_013104939.1
thi:THI_RS03980	ncbip:WP_013104940.1
thi:THI_RS03985	ncbip:WP_013104941.1
thi:THI_RS03990	ncbip:WP_013104942.1
thi:THI_RS03995	ncbip:WP_013104943.1
thi:THI_RS04000	ncbip:WP_013104944.1
thi:THI_RS04005	ncbip:WP_013104945.1
thi:THI_RS04010	ncbip:WP_013104946.1
thi:THI_RS04015	ncbip:WP_013104947.1
thi:THI_RS04020	ncbip:WP_013104948.1
thi:THI_RS04025	ncbip:WP_013104949.1
thi:THI_RS04030	ncbip:WP_013104950.1
thi:THI_RS04035	ncbip:WP_013104951.1
thi:THI_RS04040	ncbip:WP_013104952.1
thi:THI_RS04045	ncbip:WP_013104953.1
thi:THI_RS04050	ncbip:WP_013104954.1
thi:THI_RS04055	ncbip:WP_041608554.1
thi:THI_RS04060	ncbip:WP_013104956.1
thi:THI_RS04065	ncbip:WP_013104957.1
thi:THI_RS04070	ncbip:WP_041609142.1
thi:THI_RS04080	ncbip:WP_013104959.1
thi:THI_RS04085	ncbip:WP_041609143.1
thi:THI_RS04090	ncbip:WP_013104961.1
thi:THI_RS04095	ncbip:WP_013104962.1
thi:THI_RS04100	ncbip:WP_013104963.1
thi:THI_RS04105	ncbip:WP_013104964.1
thi:THI_RS04110	ncbip:WP_013104965.1
thi:THI_RS04115	ncbip:WP_013104966.1
thi:THI_RS04120	ncbip:WP_013104967.1
thi:THI_RS04125	ncbip:WP_013104969.1
thi:THI_RS04130	ncbip:WP_041609144.1
thi:THI_RS04135	ncbip:WP_013104971.1
thi:THI_RS04140	ncbip:WP_013104972.1
thi:THI_RS04145	ncbip:WP_013104973.1
thi:THI_RS04150	ncbip:WP_013104975.1
thi:THI_RS04155	ncbip:WP_013104976.1
thi:THI_RS04160	ncbip:WP_013104978.1
thi:THI_RS04165	ncbip:WP_013104979.1
thi:THI_RS04170	ncbip:WP_041608897.1
thi:THI_RS04175	ncbip:WP_013104982.1
thi:THI_RS04180	ncbip:WP_041609145.1
thi:THI_RS04185	ncbip:WP_013104985.1
thi:THI_RS04190	ncbip:WP_041609146.1
thi:THI_RS04195	ncbip:WP_013104987.1
thi:THI_RS04200	ncbip:WP_041608898.1
thi:THI_RS04205	ncbip:WP_013104989.1
thi:THI_RS04210	ncbip:WP_013104990.1
thi:THI_RS04215	ncbip:WP_013104992.1
thi:THI_RS04220	ncbip:WP_013104993.1
thi:THI_RS04225	ncbip:WP_013104994.1
thi:THI_RS04230	ncbip:WP_013104995.1
thi:THI_RS04235	ncbip:WP_013104996.1
thi:THI_RS04240	ncbip:WP_013104997.1
thi:THI_RS04245	ncbip:WP_013104998.1
thi:THI_RS04250	ncbip:WP_013104999.1
thi:THI_RS04255	ncbip:WP_013105000.1
thi:THI_RS04260	ncbip:WP_013105001.1
thi:THI_RS04265	ncbip:WP_041608899.1
thi:THI_RS04270	ncbip:WP_013105003.1
thi:THI_RS04275	ncbip:WP_013105004.1
thi:THI_RS04280	ncbip:WP_013105007.1
thi:THI_RS04285	ncbip:WP_013105008.1
thi:THI_RS04290	ncbip:WP_013105009.1
thi:THI_RS04295	ncbip:WP_013105010.1
thi:THI_RS04300	ncbip:WP_013105012.1
thi:THI_RS04315	ncbip:WP_041608900.1
thi:THI_RS04320	ncbip:WP_041608901.1
thi:THI_RS04325	ncbip:WP_041608902.1
thi:THI_RS04330	ncbip:WP_041608903.1
thi:THI_RS04340	ncbip:WP_013105017.1
thi:THI_RS04345	ncbip:WP_013105018.1
thi:THI_RS04350	ncbip:WP_013105019.1
thi:THI_RS04355	ncbip:WP_013105020.1
thi:THI_RS04360	ncbip:WP_013105021.1
thi:THI_RS04365	ncbip:WP_013105022.1
thi:THI_RS04370	ncbip:WP_013105023.1
thi:THI_RS04375	ncbip:WP_013105024.1
thi:THI_RS04380	ncbip:WP_013105025.1
thi:THI_RS04385	ncbip:WP_013105026.1
thi:THI_RS04390	ncbip:WP_013105027.1
thi:THI_RS04395	ncbip:WP_013105028.1
thi:THI_RS04400	ncbip:WP_013105029.1
thi:THI_RS04405	ncbip:WP_013105030.1
thi:THI_RS04410	ncbip:WP_013105031.1
thi:THI_RS04415	ncbip:WP_013105032.1
thi:THI_RS04420	ncbip:WP_013105033.1
thi:THI_RS04425	ncbip:WP_013105034.1
thi:THI_RS04435	ncbip:WP_041608904.1
thi:THI_RS04440	ncbip:WP_013105036.1
thi:THI_RS04445	ncbip:WP_013105037.1
thi:THI_RS04450	ncbip:WP_013105038.1
thi:THI_RS04455	ncbip:WP_041609147.1
thi:THI_RS04460	ncbip:WP_013105040.1
thi:THI_RS04465	ncbip:WP_013105041.1
thi:THI_RS04470	ncbip:WP_041608905.1
thi:THI_RS04475	ncbip:WP_013105043.1
thi:THI_RS04480	ncbip:WP_013105044.1
thi:THI_RS04485	ncbip:WP_013105045.1
thi:THI_RS04490	ncbip:WP_013105046.1
thi:THI_RS04495	ncbip:WP_013105047.1
thi:THI_RS04500	ncbip:WP_013105048.1
thi:THI_RS04505	ncbip:WP_013105050.1
thi:THI_RS04510	ncbip:WP_013105051.1
thi:THI_RS04515	ncbip:WP_013105052.1
thi:THI_RS04520	ncbip:WP_013105053.1
thi:THI_RS04525	ncbip:WP_013105054.1
thi:THI_RS04530	ncbip:WP_013105055.1
thi:THI_RS04535	ncbip:WP_013105056.1
thi:THI_RS04540	ncbip:WP_013105057.1
thi:THI_RS04545	ncbip:WP_013105058.1
thi:THI_RS04550	ncbip:WP_013105059.1
thi:THI_RS04555	ncbip:WP_013105060.1
thi:THI_RS04560	ncbip:WP_013105061.1
thi:THI_RS04565	ncbip:WP_041609148.1
thi:THI_RS04570	ncbip:WP_013105063.1
thi:THI_RS04575	ncbip:WP_013105064.1
thi:THI_RS04580	ncbip:WP_041609149.1
thi:THI_RS04585	ncbip:WP_013105066.1
thi:THI_RS04590	ncbip:WP_013105067.1
thi:THI_RS04595	ncbip:WP_013105068.1
thi:THI_RS04600	ncbip:WP_041609150.1
thi:THI_RS04605	ncbip:WP_013105070.1
thi:THI_RS04610	ncbip:WP_013105071.1
thi:THI_RS04615	ncbip:WP_013105072.1
thi:THI_RS04620	ncbip:WP_013105073.1
thi:THI_RS04625	ncbip:WP_013105074.1
thi:THI_RS04630	ncbip:WP_041608906.1
thi:THI_RS04635	ncbip:WP_013105076.1
thi:THI_RS04640	ncbip:WP_013105077.1
thi:THI_RS04645	ncbip:WP_013105078.1
thi:THI_RS04650	ncbip:WP_013105079.1
thi:THI_RS04655	ncbip:WP_013105080.1
thi:THI_RS04660	ncbip:WP_013105081.1
thi:THI_RS04665	ncbip:WP_013105082.1
thi:THI_RS04670	ncbip:WP_041609151.1
thi:THI_RS04675	ncbip:WP_013105084.1
thi:THI_RS04680	ncbip:WP_013105085.1
thi:THI_RS04685	ncbip:WP_013105086.1
thi:THI_RS04690	ncbip:WP_013105087.1
thi:THI_RS04695	ncbip:WP_013105088.1
thi:THI_RS04700	ncbip:WP_041609152.1
thi:THI_RS04705	ncbip:WP_013105090.1
thi:THI_RS04710	ncbip:WP_013105091.1
thi:THI_RS04715	ncbip:WP_013105092.1
thi:THI_RS04720	ncbip:WP_013105093.1
thi:THI_RS04725	ncbip:WP_013105094.1
thi:THI_RS04730	ncbip:WP_013105095.1
thi:THI_RS04735	ncbip:WP_013105096.1
thi:THI_RS04740	ncbip:WP_013105097.1
thi:THI_RS04745	ncbip:WP_013122537.1
thi:THI_RS04750	ncbip:WP_013105099.1
thi:THI_RS04755	ncbip:WP_013105100.1
thi:THI_RS04760	ncbip:WP_013105101.1
thi:THI_RS04765	ncbip:WP_013105102.1
thi:THI_RS04770	ncbip:WP_013105103.1
thi:THI_RS04775	ncbip:WP_013105104.1
thi:THI_RS04780	ncbip:WP_013105105.1
thi:THI_RS04785	ncbip:WP_013105106.1
thi:THI_RS04790	ncbip:WP_013105107.1
thi:THI_RS04795	ncbip:WP_013105108.1
thi:THI_RS04800	ncbip:WP_013105109.1
thi:THI_RS04805	ncbip:WP_013105110.1
thi:THI_RS04810	ncbip:WP_013105111.1
thi:THI_RS04815	ncbip:WP_013105112.1
thi:THI_RS04820	ncbip:WP_013105113.1
thi:THI_RS04825	ncbip:WP_013105114.1
thi:THI_RS04830	ncbip:WP_041609153.1
thi:THI_RS04835	ncbip:WP_013105116.1
thi:THI_RS04840	ncbip:WP_041608907.1
thi:THI_RS04845	ncbip:WP_013105118.1
thi:THI_RS04850	ncbip:WP_013105119.1
thi:THI_RS04855	ncbip:WP_013105120.1
thi:THI_RS04860	ncbip:WP_013105121.1
thi:THI_RS04865	ncbip:WP_013105122.1
thi:THI_RS04870	ncbip:WP_013105124.1
thi:THI_RS04875	ncbip:WP_041608908.1
thi:THI_RS04880	ncbip:WP_013105126.1
thi:THI_RS04885	ncbip:WP_013105127.1
thi:THI_RS04890	ncbip:WP_013105128.1
thi:THI_RS04895	ncbip:WP_013105129.1
thi:THI_RS04900	ncbip:WP_013105130.1
thi:THI_RS04905	ncbip:WP_041608909.1
thi:THI_RS04910	ncbip:WP_013122565.1
thi:THI_RS04915	ncbip:WP_041609154.1
thi:THI_RS04920	ncbip:WP_013105132.1
thi:THI_RS04925	ncbip:WP_013105133.1
thi:THI_RS04930	ncbip:WP_013105134.1
thi:THI_RS04935	ncbip:WP_013105135.1
thi:THI_RS04940	ncbip:WP_013105136.1
thi:THI_RS04960	ncbip:WP_013105137.1
thi:THI_RS04965	ncbip:WP_013105138.1
thi:THI_RS04970	ncbip:WP_013105139.1
thi:THI_RS04975	ncbip:WP_041609155.1
thi:THI_RS04980	ncbip:WP_013105141.1
thi:THI_RS04985	ncbip:WP_013105142.1
thi:THI_RS04990	ncbip:WP_013105143.1
thi:THI_RS04995	ncbip:WP_013105144.1
thi:THI_RS05000	ncbip:WP_013105145.1
thi:THI_RS05005	ncbip:WP_013105146.1
thi:THI_RS05010	ncbip:WP_013105147.1
thi:THI_RS05015	ncbip:WP_013105148.1
thi:THI_RS05020	ncbip:WP_013105149.1
thi:THI_RS05025	ncbip:WP_013105150.1
thi:THI_RS05030	ncbip:WP_013105151.1
thi:THI_RS05035	ncbip:WP_013105152.1
thi:THI_RS05040	ncbip:WP_013105153.1
thi:THI_RS05045	ncbip:WP_013105154.1
thi:THI_RS05050	ncbip:WP_013105155.1
thi:THI_RS05055	ncbip:WP_013105156.1
thi:THI_RS05060	ncbip:WP_013105157.1
thi:THI_RS05065	ncbip:WP_013105158.1
thi:THI_RS05070	ncbip:WP_013105159.1
thi:THI_RS05075	ncbip:WP_041609156.1
thi:THI_RS05080	ncbip:WP_013105161.1
thi:THI_RS05085	ncbip:WP_013105162.1
thi:THI_RS05090	ncbip:WP_013105163.1
thi:THI_RS05095	ncbip:WP_041608567.1
thi:THI_RS05100	ncbip:WP_013105165.1
thi:THI_RS05105	ncbip:WP_013105166.1
thi:THI_RS05110	ncbip:WP_041608910.1
thi:THI_RS05115	ncbip:WP_013105169.1
thi:THI_RS05120	ncbip:WP_013105170.1
thi:THI_RS05125	ncbip:WP_013105171.1
thi:THI_RS05130	ncbip:WP_013105172.1
thi:THI_RS05135	ncbip:WP_013105173.1
thi:THI_RS05140	ncbip:WP_013105174.1
thi:THI_RS05145	ncbip:WP_013105175.1
thi:THI_RS05150	ncbip:WP_013105176.1
thi:THI_RS05155	ncbip:WP_013105177.1
thi:THI_RS05160	ncbip:WP_013105178.1
thi:THI_RS05165	ncbip:WP_041609157.1
thi:THI_RS05170	ncbip:WP_013105180.1
thi:THI_RS05175	ncbip:WP_041609158.1
thi:THI_RS05180	ncbip:WP_013105182.1
thi:THI_RS05185	ncbip:WP_013105183.1
thi:THI_RS05190	ncbip:WP_041609159.1
thi:THI_RS05195	ncbip:WP_013105185.1
thi:THI_RS05200	ncbip:WP_041608911.1
thi:THI_RS05205	ncbip:WP_013105187.1
thi:THI_RS05210	ncbip:WP_013105188.1
thi:THI_RS05215	ncbip:WP_013105189.1
thi:THI_RS05220	ncbip:WP_013105190.1
thi:THI_RS05225	ncbip:WP_013105191.1
thi:THI_RS05230	ncbip:WP_013105192.1
thi:THI_RS05235	ncbip:WP_013105193.1
thi:THI_RS05240	ncbip:WP_013105194.1
