metabolite,molecular_formula,knapsack_cid,function,target,bunken
Genistein,C15H10O5,C00002526,Phytoalexins and inducers of nitrogen fixing bacteria,Bradyrhizobium japonicum,"Kosslak,Proc.Natl.Acad.Sci.USA,84,(1987),7428"
Genistein,C15H10O5,C00002526,Phytoalexins and inducers of nitrogen fixing bacteria,Clodosporium herbarum,"Ingham ,Z.Naturforsch.,38c,(1983),194"
Genistein,C15H10O5,C00002526,Phytoalexins and inducers of nitrogen fixing bacteria,Rhizobium spp.,"Bassam,Mol.Plant-Microbe Interact.,1,(1988),161-168"
Genistein,C15H10O5,C00002526,Phytoalexins and inducers of nitrogen fixing bacteria,Rhizoctonia solani,"Weidenborner,Phytochem.,29,(1990),801"
Genistein,C15H10O5,C00002526,Phytoalexins and inducers of nitrogen fixing bacteria,Sclerotium rolfsii,"Weidenborner,Phytochem.,29,(1990),801"
Genistein,C15H10O5,C00002526,Phytoalexins and inducers of nitrogen fixing bacteria,Verticillium albo-atrum,"Picman,Biochem.Syst.Ecol.,23,(1995),683"
aloe-emodin,C15H10O5,C00002789,active,Salmonella typhimurium strains,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
aloe-emodin,C15H10O5,C00002789,antileukaemic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
aloe-emodin,C15H10O5,C00002789,cathartic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
aloe-emodin,C15H10O5,C00002789,genotoxic in fibroblast mutagenicity assay,Mesocricetus auratus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
aloe-emodin,C15H10O5,C00002789,help to protect teak wood,Isoptera,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
lucidin,C15H10O5,C00002838,active against strains,Salmonella typhimurium,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
lucidin,C15H10O5,C00002838,genotoxicity in the fibroblast mutagebicity assay,Mesocrietus auratus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
morindone,C15H10O5,C00002844,orange-red pigment,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
norobtusifolin,C15H10O5,C00002847,moderately cytotoxic in 3 tumour cell lines,Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
purpurin 1-methyl ether,C15H10O5,C00002858,antimicrobial activity,Bacillus subtilis,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
purpurin 1-methyl ether,C15H10O5,C00002858,antimicrobial activity,Escherichia coli,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
galangin,C15H10O5,C00004533,potent inhibitor of bull seminal cyclo-oxygenase activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
Resokaempferol,C15H10O5,C00004540,Phytoalexins and inducers of nitrogen fixing bacteria,Nitrobacter sp.,"Rice, Amer.J.Bot.,61,(1974),1095"
Resokaempferol,C15H10O5,C00004540,Phytoalexins and inducers of nitrogen fixing bacteria,Nitrosomonas sp.,"Rice, Amer.J.Bot.,61,(1974),1095"
luteolin,C15H10O6,C00000674,antibacterial activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
luteolin,C15H10O6,C00000674,anti-inflammatory activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
luteolin,C15H10O6,C00000674,inhibit iodothyronine deiodinase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
luteolin,C15H10O6,C00000674,inhibit lens aldose reductase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
luteolin,C15H10O6,C00000674,inhibit NADH-oxidase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
luteolin,C15H10O6,C00000674,inhibit protein kinase C,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
luteolin,C15H10O6,C00000674,nodulation signal in Medicago sativa,Rhizobium meliloti,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
luteolin,C15H10O6,C00000674,nodulation signal in roots of Pisum sativum,Rhizobium leguminosarum,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
Luteolin,C15H10O6,C00000674,Phytoalexins and inducers of nitrogen fixing bacteria,Rhizobium leguminosarum,"Firmin,Nature,324,(1986),90; Zaat,Plant Mol.Biol.,13, (1989),175"
Luteolin,C15H10O6,C00000674,Phytoalexins and inducers of nitrogen fixing bacteria,Rhizobium meliloti,"Peters,Sci.,233.,(1986);977; Peters,Plant Physiol.,88, (1988),396; Caetano-Anolles ,J.Bacterio.,170,(1988),3164; Hartwig,Plant Physiol.,91,(1989),1138; Hartwig,Plant Physiol.,92,(1990),116"
Luteolin,C15H10O6,C00000674,Phytoalexins and inducers of nitrogen fixing bacteria,Verticillium albo-atrum,"Picman,Biochem.Syst.Ecol.,23,(1995),683"
orobol,C15H10O6,C00002554,antigonadotrophic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter38"
Kaempferol,C15H10O6,C00004565,Allelopathy,"Trifolium pratense, Phleum pratense","Carballeira,J.Chem.Ecol.,6,(1980),593"
kaempferol,C15H10O6,C00004565,antibacterial activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
kaempferol,C15H10O6,C00004565,anti-inflammatory activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
kaempferol,C15H10O6,C00004565,inhibit delta5-lipoxygenase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
kaempferol,C15H10O6,C00004565,inhibit iodothyronine deiodinase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
kaempferol,C15H10O6,C00004565,inhibit ionophore-induced arachidonic acid release and metabolism,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
kaempferol,C15H10O6,C00004565,inhibit the proliferation of lymphocytes at a concentration of 10^(-4) M,Rattus norvegicus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
kaempferol,C15H10O6,C00004565,mutagenic activity in strain TA 100,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
Kaempferol,C15H10O6,C00004565,Phytoalexins and inducers of nitrogen fixing bacteria,Aspargillus carneus,"El-Gammal,Zentralbl.Mikrobiol.,141,(1986),561"
Kaempferol,C15H10O6,C00004565,Phytoalexins and inducers of nitrogen fixing bacteria,Rhizobium spp.,"Bassam,Mol.Plant-Microbe Interact.,1,(1988),161-168"
Kaempferol,C15H10O6,C00004565,Phytoalexins and inducers of nitrogen fixing bacteria,Verticillium albo-atrum,"Picman,Biochem.Syst.Ecol.,23,(1995),683"
kaempferol,C15H10O6,C00004565,radical scavenger,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
2'-Hydroxygenistein,C15H10O6,C00009453,Feeding deterrents,Costelytra zealandica,"Lane,J.Chem.Ecol.,13,(1987),771"
2'-Hydroxygenistein,C15H10O6,C00009453,Phytoalexins and inducers of nitrogen fixing bacteria,Cephalosporium gregatum ,"Abe , Agric.Biol.Chem.,51,(1987),349-353"
2'-Hydroxygenistein,C15H10O6,C00009453,Phytoalexins and inducers of nitrogen fixing bacteria,Cladosporium herbarum,"Ingham ,Z.Naturforsch.,38c,(1983),194"
herbacetin,C15H10O7,C00001048,yellow flower pigment,Plantae,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
isoetin,C15H10O7,C00001054,yellow pigment,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
robinetin,C15H10O7,C00001092,antibacterial activity,Enterobacter cloacae,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
robinetin,C15H10O7,C00001092,antibacterial activity,Pseudomonas maltophilia,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
morin,C15H10O7,C00004624,antibacterial activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
morin,C15H10O7,C00004624,antiviral activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
morin,C15H10O7,C00004624,contact sensitising (allergenic) potency,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
morin,C15H10O7,C00004624,feeding attractant on Morus alba,Bombyx mori,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
Morin,C15H10O7,C00004624,Feeding attractants,Bombix mori,"Hamamura,Nature,194,(1962),754; Kato,Entomol.Exp.Appl.,24,(1978),285"
morin,C15H10O7,C00004624,inhibit delta5-lipoxygenase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
morin,C15H10O7,C00004624,inhibit iodothyronine deiodinase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
morin,C15H10O7,C00004624,inhibit ionophore-induced arachidonic acid release and metabolism,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
morin,C15H10O7,C00004624,inhibit lens aldose reductase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
Quercetin,C15H10O7,C00004631,Allelopathy,Arabidopsis thaliana,"Parvez,3rd World Congress on Allelopathy, (2002),p.247"
Quercetin,C15H10O7,C00004631,Allelopathy,"Trifolium pratense, Phleum pratense","Carballeira,J.Chem.Ecol.,6,(1980),593"
quercetin,C15H10O7,C00004631,allergenic properties,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
quercetin,C15H10O7,C00004631,antibacterial,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
quercetin,C15H10O7,C00004631,antigonadotropic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
quercetin,C15H10O7,C00004631,antihepatotoxic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
quercetin,C15H10O7,C00004631,anti-inflammatory,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
quercetin,C15H10O7,C00004631,antiviral,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
Quercetin,C15H10O7,C00004631,Feeding deterrents,"Pectinophora gossypiella, Hiliothis zea, Hiliothis virescens","Shaver,J.Econ.Entomol.,62,(1969),643; Chan,J.Insect Physiol.,24,(1978),113;Chan,Entomol.Exp.Appl.,24,(1978),94."
quercetin,C15H10O7,C00004631,"inhibit many enzymes, e.g., protein kinase C, lipogenases, lens aldose reductase, 3',5'-cyclic adenosine monophosphate phosphodiesterases","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
quercetin,C15H10O7,C00004631,inhibit proliferation of lymphocytes,Rattus norvegicus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
quercetin,C15H10O7,C00004631,inhibit smooth muscle contraction,Rattus norvegicus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
Quercetin,C15H10O7,C00004631,Phytoalexins and inducers of nitrogen fixing bacteria,Aspergillus carneus,"El-Gammal,Zentralbl.Mikrobiol.,141,(1986),561"
Quercetin,C15H10O7,C00004631,Phytoalexins and inducers of nitrogen fixing bacteria,Nitrobacter sp.,"Lodhi,Amer.J.Bot.,67,(1980),1423"
Quercetin,C15H10O7,C00004631,Phytoalexins and inducers of nitrogen fixing bacteria,Nitrosomonas sp.,"Lodhi,Amer.J.Bot.,67,(1980),1423"
Quercetin,C15H10O7,C00004631,Pollinator attractants,"","Iwashina,Bot.Mag.Tokyo,101,(1988),175;Francis,Proc.Amer.Soc.Hort.Scil,89, (1966),657"
quercetin,C15H10O7,C00004631,radical scavenger,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
quercetin,C15H10O7,C00004631,some mutagenic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
myricetin,C15H10O8,C00001071,antibacterial activity,Enterobacter cloacae,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
myricetin,C15H10O8,C00001071,antibacterial activity,Pseudomonas maltophilia,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
myricetin,C15H10O8,C00001071,inhibit delta5-lipoxygenase,Rattus norvegicus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
myricetin,C15H10O8,C00001071,inhibit ionophore-induced arachidonic acid release and metabolism in peritoneal macrophages,Rattus norvegicus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
myricetin,C15H10O8,C00001071,inhibit NADH-oxidase,Rattus norvegicus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
myricetin,C15H10O8,C00001071,inhibit succinoxidase,Rattus norvegicus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
myricetin,C15H10O8,C00001071,strong antigonadotropic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
quercetagetin,C15H10O8,C00004677,antibacterial activity,Enterobacter cloacae,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
quercetagetin,C15H10O8,C00004677,antibacterial activity,Pseudomonas maltophilia,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
Quercetagetin  ,C15H10O8,C00004677,Pollinator attractants,"","Thompson,Sci.,177,(1972),528"
quercetagetin,C15H10O8,C00004677,yellow flower pigment,Plantae,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
chrysin,C15H110O4,C00003794,antibacterial activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
chrysin,C15H110O4,C00003794,anti-inflammatory activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
chrysin,C15H110O4,C00003794,induce haemoglobin,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
chrysin,C15H110O4,C00003794,induce oestrogen synthetase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
Apigeninidin,C15H11O4,C00006610,Phytoalexins and inducers of nitrogen fixing bacteria,"Colletotrichum graminicola, Helminthosporium maydis","Nicholson et al.,(1987);Nicholson et al.,(1988);Snyder et al.,(1991)"
glycosminine,C15H12N2O,C00002168,inhibit leukocyte elastase,Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter27"
glycosminine,C15H12N2O,C00002168,inhibit specifically serine protease,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter27"
chrysophanic acid 9-anthrone,C15H12O3,C00002806,fungicidal activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
chrysophanic acid 9-anthrone,C15H12O3,C00002806,highly effective inhibitor of dermatophyte growth,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
Flavidin,C15H12O3,C00002881,spasmolytic principle,Coelogyne ovalis,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter44"
Hydragenol,C15H12O4,C00000217,allergenic principle,Hydrangea,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter44"
Hydragenol,C15H12O4,C00000217,antifungal activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter44"
liquiritigenin,C15H12O4,C00000977,haemoglobin induction activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
liquiritigenin,C15H12O4,C00000977,"inhibit liver mitochondrial monoamine oxidase in vitro and, hence, acts on the central nervous system","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
Liquiritigenin,C15H12O4,C00000977,Phytoalexins and inducers of nitrogen fixing bacteria,Rhizobium meliloti,"Hartwig,Plant Physiol.,91,(1989),1138;  Maxwell,Plant Physiol.,91, (1989),842"
liquiritigenin,C15H12O4,C00000977,weak antifungal activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
pinocembrin,C15H12O4,C00000992,antimicrobial activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
Pinocembrin,C15H12O4,C00000992,Feeding attractants,Scolytus mediterraneus,"Levy,J.Agric.Food Chem.,22,(1974),476"
pinocembrin,C15H12O4,C00000992,inhibit development in a concentration of 3 microg/ml,Bacillus subtilis,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
pinocembrin,C15H12O4,C00000992,inhibit development in a concentration of 3 microg/ml,Saccharomyces cerevisiae,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
pinocembrin,C15H12O4,C00000992,inhibit development in concentrations of 0.1-3 microg/ml,Candida albicans,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
pinocembrin,C15H12O4,C00000992,inhibit development in concentrations of 0.1-3 microg/ml,Cryptococcus neoformans,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
Pinocembrin,C15H12O4,C00000992,Phytoalexins and inducers of nitrogen fixing bacteria,Bursaphelenchus xylophilus,"Yamada,Ann.Phytopath.Soc.Japan,59,(1993),666"
