gene	uniprot
hsa:HSA_29337281	uniplot:A0A140VJN6
hsa:HSA_294337037	uniplot:Q8WXI3
hsa:HSA_294489229	uniplot:Q5VZT2
hsa:HSA_294610640	uniplot:P56179
hsa:HSA_294610665	uniplot:P28039
hsa:HSA_294610665	uniplot:A0A087WVT3
hsa:HSA_294832006	uniplot:P63151
hsa:HSA_29550838	uniplot:B3KNK9
hsa:HSA_29550838	uniplot:Q8NBJ4
hsa:HSA_29568105	uniplot:Q8IYR6
hsa:HSA_295821193	uniplot:P0DJI8
hsa:HSA_296010935	uniplot:P17032
hsa:HSA_296011023	uniplot:P48061
hsa:HSA_296317337	uniplot:P45880
hsa:HSA_296434319	uniplot:P28347
hsa:HSA_296434319	uniplot:Q59EF3
hsa:HSA_296531322	uniplot:Q8IW50
hsa:HSA_29725609	uniplot:P00533
hsa:HSA_297374758	uniplot:B2R687
hsa:HSA_297374758	uniplot:P56749
hsa:HSA_297374815	uniplot:Q9BQI0
hsa:HSA_297374821	uniplot:I3WAC9
hsa:HSA_297374821	uniplot:P01308
hsa:HSA_297515455	uniplot:P56746
hsa:HSA_29788996	uniplot:Q15166
hsa:HSA_298160964	uniplot:P0DH78
hsa:HSA_298676520	uniplot:P49848
hsa:HSA_299473795	uniplot:P0CJ72
hsa:HSA_299523060	uniplot:P0CJ74
hsa:HSA_299523193	uniplot:P0CJ75
hsa:HSA_299829259	uniplot:Q5VTM2
hsa:HSA_300069017	uniplot:O95628
hsa:HSA_300193045	uniplot:Q13077
hsa:HSA_30039688	uniplot:Q9H207
hsa:HSA_30039688	uniplot:A0A126GWR0
hsa:HSA_30039710	uniplot:Q7RTS3
hsa:HSA_300796386	uniplot:Q8N961
hsa:HSA_300863105	uniplot:Q5K651
hsa:HSA_301069322	uniplot:Q6P528
hsa:HSA_301069322	uniplot:Q9BXN1
hsa:HSA_301171588	uniplot:Q9H5I1
hsa:HSA_301172750	uniplot:Q9HC84
hsa:HSA_301601615	uniplot:Q9C037
hsa:HSA_30179909	uniplot:Q9UKJ1
hsa:HSA_30179911	uniplot:Q9UKJ0
hsa:HSA_30181233	uniplot:O75427
hsa:HSA_301897298	uniplot:Q7RTU0
hsa:HSA_301898339	uniplot:Q538Z0
hsa:HSA_302318880	uniplot:P0DMB2
hsa:HSA_302318934	uniplot:P0CI00
hsa:HSA_302565871	uniplot:B4DZK1
hsa:HSA_303324559	uniplot:A8K0K1
hsa:HSA_303324559	uniplot:Q92546
hsa:HSA_30409982	uniplot:Q86VI4
hsa:HSA_30410788	uniplot:Q13454
hsa:HSA_30425534	uniplot:Q86UF1
hsa:HSA_304376316	uniplot:A0A1B0GUX0
hsa:HSA_304434526	uniplot:Q9H1U4
hsa:HSA_304434796	uniplot:A6NMT0
hsa:HSA_304434798	uniplot:A6NK89
hsa:HSA_304571937	uniplot:Q8WV48
hsa:HSA_30520329	uniplot:Q2TU73
hsa:HSA_30520329	uniplot:Q86UL3
hsa:HSA_30520350	uniplot:B0YIW9
hsa:HSA_30520350	uniplot:Q96KC2
hsa:HSA_30520377	uniplot:Q86UP6
hsa:HSA_305410809	uniplot:H3BMG3
hsa:HSA_305410850	uniplot:Q30KQ2
hsa:HSA_305632807	uniplot:H3BS89
hsa:HSA_305855070	uniplot:A8MTZ0
hsa:HSA_306482562	uniplot:P40617
hsa:HSA_306482562	uniplot:A0A024R9Z2
hsa:HSA_307574657	uniplot:Q49A92
hsa:HSA_307775407	uniplot:Q9Y6Y9
hsa:HSA_30794216	uniplot:Q9BRZ2
hsa:HSA_30794376	uniplot:Q86YN1
hsa:HSA_30794376	uniplot:A0A024R8B5
hsa:HSA_30795190	uniplot:Q8N6F8
hsa:HSA_30795196	uniplot:B3KNJ5
hsa:HSA_30795196	uniplot:P50458
hsa:HSA_30795225	uniplot:Q8N111
hsa:HSA_308153327	uniplot:Q96JA3
hsa:HSA_308193328	uniplot:Q4KMQ1
hsa:HSA_308818195	uniplot:Q16555
hsa:HSA_308818195	uniplot:Q59GB4
hsa:HSA_308818195	uniplot:A0A1C7CYX9
hsa:HSA_31077081	uniplot:Q16595
hsa:HSA_31077081	uniplot:A0A0S2Z3G4
hsa:HSA_310772255	uniplot:Q9Y2D5
hsa:HSA_31083193	uniplot:Q08828
hsa:HSA_31083193	uniplot:Q59FG4
hsa:HSA_31083193	uniplot:Q8NFM5
hsa:HSA_310832407	uniplot:P50151
hsa:HSA_310832407	uniplot:A0A024R156
hsa:HSA_311771510	uniplot:P07098
hsa:HSA_311771657	uniplot:Q5VUG0
hsa:HSA_311771710	uniplot:Q8N9N2
hsa:HSA_311771742	uniplot:Q8IYR6
hsa:HSA_311771766	uniplot:B4E1E3
hsa:HSA_311771766	uniplot:F8W9F8
hsa:HSA_311771766	uniplot:Q9NQ94
hsa:HSA_311771772	uniplot:Q96JY6
hsa:HSA_311893396	uniplot:B4DJ38
hsa:HSA_311893396	uniplot:G3V325
hsa:HSA_312032453	uniplot:Q16864
hsa:HSA_312836831	uniplot:Q9UHL9
hsa:HSA_312922390	uniplot:Q93045
hsa:HSA_31317236	uniplot:Q92837
hsa:HSA_313760638	uniplot:A0A087WTJ2
hsa:HSA_31377562	uniplot:Q7Z4H7
hsa:HSA_313851102	uniplot:Q9NPG1
hsa:HSA_314122177	uniplot:O43852
hsa:HSA_315075331	uniplot:A0A096LPE2
hsa:HSA_315075333	uniplot:P35542
hsa:HSA_31541964	uniplot:P04424
hsa:HSA_31541964	uniplot:A0A024RDL8
hsa:HSA_31542537	uniplot:A8K8X5
hsa:HSA_31542537	uniplot:Q96GN5
hsa:HSA_31542537	uniplot:A0A024RA51
hsa:HSA_31542718	uniplot:Q96DC8
hsa:HSA_31542718	uniplot:A0A140VKF9
hsa:HSA_31542747	uniplot:Q86VU5
hsa:HSA_31542835	uniplot:Q96RP7
hsa:HSA_31542980	uniplot:O14879
hsa:HSA_31542980	uniplot:Q5T765
hsa:HSA_31543060	uniplot:Q86XE5
hsa:HSA_31543091	uniplot:Q9BXY0
hsa:HSA_31543184	uniplot:Q8IV48
hsa:HSA_31543184	uniplot:A0A024R355
hsa:HSA_31543667	uniplot:Q8IYB8
hsa:HSA_315467838	uniplot:O76003
hsa:HSA_315467838	uniplot:A0A140VJK1
hsa:HSA_315583337	uniplot:J3KNQ4
hsa:HSA_315583337	uniplot:Q9NVD7
hsa:HSA_315633211	uniplot:P0CF75
hsa:HSA_31563382	uniplot:Q53EW6
hsa:HSA_31563382	uniplot:Q5H9Q5
hsa:HSA_31563382	uniplot:Q96BR1
hsa:HSA_31563382	uniplot:A0A024R807
hsa:HSA_31563534	uniplot:P35250
hsa:HSA_31581522	uniplot:A4D1F7
hsa:HSA_31581522	uniplot:O00522
hsa:HSA_31621303	uniplot:Q9BWM7
hsa:HSA_31742496	uniplot:A4D0R5
hsa:HSA_31742496	uniplot:O95620
hsa:HSA_31791053	uniplot:A4D1E1
hsa:HSA_31881740	uniplot:Q9BXP2
hsa:HSA_31881740	uniplot:Q9H7I6
hsa:HSA_31881785	uniplot:Q86YV9
hsa:HSA_31881798	uniplot:B4DG30
hsa:HSA_31881798	uniplot:Q9UL63
hsa:HSA_319803095	uniplot:Q6ZVN7
hsa:HSA_31982909	uniplot:Q53GI3
hsa:HSA_31982936	uniplot:O95470
hsa:HSA_320461732	uniplot:Q68D85
hsa:HSA_321117522	uniplot:Q3B7T1
hsa:HSA_32140760	uniplot:Q8IZC6
hsa:HSA_32171205	uniplot:Q86XE3
hsa:HSA_32171238	uniplot:Q9UHR4
hsa:HSA_32171247	uniplot:Q8ND76
hsa:HSA_32171249	uniplot:P41222
hsa:HSA_32171249	uniplot:A0A024R8G3
hsa:HSA_32261307	uniplot:A4D1T6
hsa:HSA_32261307	uniplot:Q7Z695
hsa:HSA_32261318	uniplot:Q8IZJ1
hsa:HSA_32307161	uniplot:B3KTW0
hsa:HSA_32307161	uniplot:Q13616
hsa:HSA_32307161	uniplot:A0A090N7U0
hsa:HSA_323276616	uniplot:P35226
hsa:HSA_323276616	uniplot:R4GMX3
hsa:HSA_323510643	uniplot:Q96BR1
hsa:HSA_323510643	uniplot:A0A024R807
hsa:HSA_323510674	uniplot:Q96EF9
hsa:HSA_324120908	uniplot:B6ZDN3
hsa:HSA_32454737	uniplot:O75382
hsa:HSA_32469495	uniplot:Q7Z418
hsa:HSA_32483371	uniplot:P55040
hsa:HSA_32483371	uniplot:A0A024R9F5
hsa:HSA_32483386	uniplot:P61925
hsa:HSA_32483386	uniplot:A0A024R7Y9
hsa:HSA_32484975	uniplot:P55263
hsa:HSA_32484985	uniplot:J7Q0Z1
hsa:HSA_32484985	uniplot:Q8N5D6
hsa:HSA_32528301	uniplot:P54760
hsa:HSA_32528301	uniplot:Q541P7
hsa:HSA_32528301	uniplot:Q96L35
hsa:HSA_325652033	uniplot:Q15369
hsa:HSA_325652033	uniplot:A0A024R7Y5
hsa:HSA_325652091	uniplot:S4R325
hsa:HSA_32698748	uniplot:A2RUI7
hsa:HSA_32698748	uniplot:Q8NDW4
hsa:HSA_32699045	uniplot:B7Z1J9
hsa:HSA_32699045	uniplot:Q8NB37
hsa:HSA_32967601	uniplot:Q12955
hsa:HSA_330864707	uniplot:Q4ADV7
hsa:HSA_330864767	uniplot:O75953
hsa:HSA_331028760	uniplot:Q9NZC4
hsa:HSA_33147080	uniplot:Q96FJ0
hsa:HSA_332309152	uniplot:P0DKX4
hsa:HSA_332634578	uniplot:Q9Y6F6
hsa:HSA_332635095	uniplot:Q9HBL7
hsa:HSA_33286416	uniplot:Q658M9
hsa:HSA_33286416	uniplot:Q92902
hsa:HSA_33300663	uniplot:Q86SE9
hsa:HSA_333360869	uniplot:Q8NGT9
hsa:HSA_333470751	uniplot:O60393
hsa:HSA_33383237	uniplot:Q7L590
hsa:HSA_33386683	uniplot:Q96MD7
hsa:HSA_334085248	uniplot:Q5JRX3
hsa:HSA_334085270	uniplot:Q05CQ2
hsa:HSA_334085270	uniplot:Q9H339
hsa:HSA_334085277	uniplot:Q13946
hsa:HSA_33457308	uniplot:Q7Z7H5
hsa:HSA_33469917	uniplot:B3KMX0
hsa:HSA_33469917	uniplot:P33991
hsa:HSA_33469968	uniplot:C6EMX8
hsa:HSA_33469968	uniplot:P33993
hsa:HSA_33469968	uniplot:A0A0S2Z4A5
hsa:HSA_334724427	uniplot:Q9UGQ2
hsa:HSA_33589814	uniplot:Q7Z7L7
hsa:HSA_33589814	uniplot:A0A024R8B0
hsa:HSA_33589848	uniplot:Q9UP52
hsa:HSA_33589854	uniplot:P53004
hsa:HSA_33589854	uniplot:A0A140VJF4
hsa:HSA_33598924	uniplot:Q6AZY7
hsa:HSA_33636717	uniplot:Q7L5A3
hsa:HSA_33636768	uniplot:Q8IZD2
hsa:HSA_336455078	uniplot:E5RJ46
hsa:HSA_336594788	uniplot:J3KNX1
hsa:HSA_33859835	uniplot:P14210
hsa:HSA_339409180	uniplot:P33241
hsa:HSA_33946282	uniplot:Q69YN4
hsa:HSA_33946324	uniplot:P63096
hsa:HSA_33946329	uniplot:P11233
hsa:HSA_34147498	uniplot:Q9BUB7
hsa:HSA_34147532	uniplot:Q9BUA6
hsa:HSA_34147637	uniplot:Q7L5N1
hsa:HSA_34147676	uniplot:Q96E29
hsa:HSA_342672089	uniplot:P0DMQ9
hsa:HSA_343183350	uniplot:A6NCS4
hsa:HSA_34330168	uniplot:O95222
hsa:HSA_34330168	uniplot:A0A126GW91
hsa:HSA_344217746	uniplot:Q00597
hsa:HSA_344217746	uniplot:A0A024R9N2
hsa:HSA_34452693	uniplot:Q9UK41
hsa:HSA_345110632	uniplot:Q96J80
hsa:HSA_345110632	uniplot:Q9UM22
hsa:HSA_345842412	uniplot:P48454
hsa:HSA_346421477	uniplot:B4DH95
hsa:HSA_346421477	uniplot:Q6P9H5
hsa:HSA_346716352	uniplot:B4DJ36
hsa:HSA_346716352	uniplot:O60381
hsa:HSA_347360922	uniplot:Q9Y4A5
hsa:HSA_347446676	uniplot:Q96HJ9
hsa:HSA_347446676	uniplot:A0A0A6YYJ8
hsa:HSA_34878777	uniplot:Q5VTR2
hsa:HSA_34878836	uniplot:Q9BYV6
hsa:HSA_34916028	uniplot:Q7RTY1
hsa:HSA_350276158	uniplot:Q92563
hsa:HSA_350276222	uniplot:A7E2D6
hsa:HSA_350276222	uniplot:Q8IVL1
hsa:HSA_35493713	uniplot:Q7Z7G8
hsa:HSA_357394956	uniplot:Q2WGJ8
hsa:HSA_359465592	uniplot:A2A3K4
hsa:HSA_359465592	uniplot:A8K0X7
hsa:HSA_359465592	uniplot:A0A087WTF0
hsa:HSA_359806990	uniplot:P42330
hsa:HSA_359806990	uniplot:A0A0A0MSS8
hsa:HSA_36029914	uniplot:Q96JH7
hsa:HSA_36031016	uniplot:Q7Z3E2
hsa:HSA_363498929	uniplot:P14927
hsa:HSA_365906244	uniplot:Q96LT7
hsa:HSA_371502131	uniplot:O95073
hsa:HSA_373838711	uniplot:A0AVK6
hsa:HSA_374081854	uniplot:Q9NP72
hsa:HSA_374671824	uniplot:H0YL14
hsa:HSA_375298670	uniplot:Q8WWR9
hsa:HSA_375298717	uniplot:Q9BSJ2
hsa:HSA_375298747	uniplot:Q8IWQ3
hsa:HSA_37537558	uniplot:Q69YI7
hsa:HSA_37537558	uniplot:A0A024R887
hsa:HSA_375493534	uniplot:Q8NEV1
hsa:HSA_375493555	uniplot:Q8N7X2
hsa:HSA_37574618	uniplot:Q9BXL5
hsa:HSA_37574618	uniplot:A0A024R162
hsa:HSA_37577175	uniplot:Q9H0F5
hsa:HSA_37594464	uniplot:Q9UKK9
hsa:HSA_37622899	uniplot:Q6AZZ1
hsa:HSA_37655157	uniplot:Q99612
hsa:HSA_37675277	uniplot:Q8N7C7
hsa:HSA_37693519	uniplot:Q8N8U9
hsa:HSA_37693519	uniplot:A0A090N7U6
hsa:HSA_37693525	uniplot:O75820
hsa:HSA_37694062	uniplot:P29972
hsa:HSA_37694062	uniplot:A0A024RA31
hsa:HSA_37694065	uniplot:O00559
hsa:HSA_37694065	uniplot:A0A024R9E0
hsa:HSA_379030626	uniplot:P0C7H9
hsa:HSA_379030631	uniplot:A6NCW0
hsa:HSA_379030633	uniplot:P0C7I0
hsa:HSA_379030635	uniplot:Q7RTZ2
hsa:HSA_379030637	uniplot:A6NCW7
hsa:HSA_379056381	uniplot:P49005
hsa:HSA_379056381	uniplot:A0A087WWF6
hsa:HSA_38016131	uniplot:Q9H4Y5
hsa:HSA_38016140	uniplot:P83859
hsa:HSA_38016911	uniplot:P27105
hsa:HSA_38016911	uniplot:A0A024R882
hsa:HSA_38016937	uniplot:Q8IWU2
hsa:HSA_38027923	uniplot:Q92905
hsa:HSA_38027923	uniplot:A0A024R7W9
hsa:HSA_38045888	uniplot:Q7Z407
hsa:HSA_38045915	uniplot:B4DTA8
hsa:HSA_38045915	uniplot:Q13219
hsa:HSA_38045915	uniplot:Q7Z613
hsa:HSA_38045919	uniplot:B4DK46
hsa:HSA_38045919	uniplot:O00291
hsa:HSA_38045931	uniplot:Q9H9V4
hsa:HSA_38045954	uniplot:P17020
hsa:HSA_380503859	uniplot:Q08357
hsa:HSA_38201655	uniplot:Q9NXR8
hsa:HSA_38201717	uniplot:A8K443
hsa:HSA_38201717	uniplot:Q9UKW6
hsa:HSA_38327522	uniplot:Q15327
hsa:HSA_38348332	uniplot:A4D1S0
hsa:HSA_38348344	uniplot:P0C7W6
hsa:HSA_38348436	uniplot:Q8N1Q1
hsa:HSA_384081587	uniplot:Q6ZRS4
hsa:HSA_384081600	uniplot:B7Z3U7
hsa:HSA_384081600	uniplot:F5H2X7
hsa:HSA_384081600	uniplot:Q9ULV3
hsa:HSA_384367974	uniplot:B7Z368
hsa:HSA_38455402	uniplot:P80188
hsa:HSA_38492358	uniplot:A4D273
hsa:HSA_38492358	uniplot:O75127
hsa:HSA_38505161	uniplot:Q9BXT4
hsa:HSA_38505161	uniplot:A0A140VJW6
hsa:HSA_38524612	uniplot:Q86UV6
hsa:HSA_38569396	uniplot:Q9Y581
hsa:HSA_38570064	uniplot:Q8N865
hsa:HSA_386642885	uniplot:Q16816
hsa:HSA_387762608	uniplot:Q86VF7
hsa:HSA_387762608	uniplot:A0A0A0MRM2
hsa:HSA_38788193	uniplot:Q99500
hsa:HSA_38788380	uniplot:Q96HY7
hsa:HSA_387912543	uniplot:B3KRS4
hsa:HSA_387912543	uniplot:B4DU42
hsa:HSA_388596700	uniplot:B4DWA2
hsa:HSA_388596700	uniplot:P55210
hsa:HSA_388596700	uniplot:A0A0A0MRL7
hsa:HSA_390190235	uniplot:A2RUI7
hsa:HSA_390190235	uniplot:A0A087WTK3
hsa:HSA_392996945	uniplot:A0A0A0MRQ7
hsa:HSA_393290875	uniplot:Q86W74
hsa:HSA_393290875	uniplot:A0A024R9G2
hsa:HSA_39573716	uniplot:P62502
hsa:HSA_39573716	uniplot:A0A024R8I9
hsa:HSA_39725938	uniplot:O14802
hsa:HSA_39725940	uniplot:P41145
hsa:HSA_39725942	uniplot:E5KSY5
hsa:HSA_39725942	uniplot:Q96RR1
hsa:HSA_39725942	uniplot:Q9H6V3
hsa:HSA_39752683	uniplot:P58743
hsa:HSA_39752685	uniplot:Q86UP9
hsa:HSA_39753959	uniplot:Q7L273
hsa:HSA_39812496	uniplot:A8K350
hsa:HSA_39812496	uniplot:Q8IXZ3
hsa:HSA_398303854	uniplot:Q7LFX5
hsa:HSA_39930351	uniplot:Q6XZF7
hsa:HSA_39930355	uniplot:Q9BVM2
hsa:HSA_39930541	uniplot:Q9BUH6
hsa:HSA_39995059	uniplot:P42575
hsa:HSA_39995059	uniplot:A0A0S2Z3H1
hsa:HSA_40018612	uniplot:Q9P1T7
hsa:HSA_40018633	uniplot:Q13907
hsa:HSA_40068053	uniplot:Q9H8M5
hsa:HSA_402169567	uniplot:Q96B02
hsa:HSA_402169567	uniplot:X6REH9
hsa:HSA_402534559	uniplot:A5PKW4
hsa:HSA_40254422	uniplot:P29474
hsa:HSA_40254434	uniplot:A7E2E5
hsa:HSA_40254434	uniplot:Q13370
hsa:HSA_40254462	uniplot:P50148
hsa:HSA_40254462	uniplot:A0A024R240
hsa:HSA_40254986	uniplot:Q6YN16
hsa:HSA_40254997	uniplot:Q86UY5
hsa:HSA_40255029	uniplot:Q96EE4
hsa:HSA_40255029	uniplot:A0A024RA08
hsa:HSA_40255119	uniplot:Q8IZ41
hsa:HSA_40255133	uniplot:Q6ZTQ4
hsa:HSA_40255245	uniplot:H9NIL8
hsa:HSA_40255245	uniplot:O75899
hsa:HSA_40288290	uniplot:O95833
hsa:HSA_40353764	uniplot:P07738
hsa:HSA_40353764	uniplot:A0A024R782
hsa:HSA_40354205	uniplot:P05062
hsa:HSA_40354205	uniplot:A0A024R145
hsa:HSA_40548389	uniplot:Q9UBP4
hsa:HSA_40549451	uniplot:B2R672
hsa:HSA_40549451	uniplot:Q9Y5Y7
hsa:HSA_40789265	uniplot:Q76KP1
hsa:HSA_40789306	uniplot:Q70YC5
hsa:HSA_40804761	uniplot:Q8WY41
hsa:HSA_40805104	uniplot:Q9NS56
hsa:HSA_40805823	uniplot:Q8NFW1
hsa:HSA_40807357	uniplot:Q6P1M0
hsa:HSA_40807357	uniplot:A0A024R8D2
hsa:HSA_40807452	uniplot:Q5VV67
hsa:HSA_41281398	uniplot:Q9UQ13
hsa:HSA_41281453	uniplot:Q9H2G2
hsa:HSA_41281564	uniplot:Q9Y2I8
hsa:HSA_41281821	uniplot:Q8N5H7
hsa:HSA_41349437	uniplot:P36894
hsa:HSA_41350330	uniplot:Q86TA1
hsa:HSA_41393187	uniplot:Q86UR1
hsa:HSA_41393583	uniplot:Q9UHF1
hsa:HSA_41393583	uniplot:A0A024R8F5
hsa:HSA_41406050	uniplot:O60496
hsa:HSA_41406086	uniplot:O95025
hsa:HSA_42476013	uniplot:Q7Z658
hsa:HSA_42476013	uniplot:Q8NBF2
hsa:HSA_42476083	uniplot:P32881
hsa:HSA_42476193	uniplot:Q96BY9
hsa:HSA_42476193	uniplot:A0A140VK59
hsa:HSA_42476325	uniplot:Q05940
hsa:HSA_42544189	uniplot:Q08830
hsa:HSA_42558250	uniplot:Q14444
hsa:HSA_42558252	uniplot:Q96BP2
hsa:HSA_42558279	uniplot:Q3ZCM7
hsa:HSA_425871416	uniplot:A6NGG3
hsa:HSA_426214096	uniplot:Q86SM8
hsa:HSA_426214096	uniplot:W4VSQ4
hsa:HSA_42714596	uniplot:P17026
hsa:HSA_42714596	uniplot:A0A024R7T4
hsa:HSA_42714611	uniplot:Q6UWW0
hsa:HSA_42718020	uniplot:Q8TA86
hsa:HSA_42718020	uniplot:A0A090N8Z0
hsa:HSA_427197594	uniplot:Q9H5V7
hsa:HSA_42741659	uniplot:A4D1D2
hsa:HSA_42741659	uniplot:P08183
hsa:HSA_42766422	uniplot:Q8TAL6
hsa:HSA_42794756	uniplot:Q9ULC5
hsa:HSA_42822876	uniplot:Q8IV03
hsa:HSA_436408716	uniplot:Q15048
hsa:HSA_440918691	uniplot:P19801
hsa:HSA_443287651	uniplot:B7Z7W9
hsa:HSA_443287651	uniplot:Q96HE8
hsa:HSA_444741726	uniplot:Q5TBE3
hsa:HSA_444909176	uniplot:B7ZW23
hsa:HSA_444909176	uniplot:B7ZW24
hsa:HSA_444909176	uniplot:A0A087X0D8
hsa:HSA_44771198	uniplot:O60678
hsa:HSA_44917619	uniplot:Q6PID8
hsa:HSA_4501859	uniplot:P45954
hsa:HSA_4501859	uniplot:A0A0S2Z3P9
hsa:HSA_4501945	uniplot:P35318
hsa:HSA_4502003	uniplot:P35869
hsa:HSA_4502003	uniplot:A0A024R9Z8
hsa:HSA_4502049	uniplot:P15121
hsa:HSA_4502049	uniplot:A0A024R7A8
hsa:HSA_4502057	uniplot:P09917
hsa:HSA_4502067	uniplot:P02760
hsa:HSA_4502079	uniplot:Q01432
hsa:HSA_4502209	uniplot:A4D0Z3
hsa:HSA_4502209	uniplot:P84085
hsa:HSA_4502315	uniplot:P21283
hsa:HSA_4502315	uniplot:A0A024R9I0
hsa:HSA_4502337	uniplot:P25311
hsa:HSA_4502337	uniplot:A0A140VK00
hsa:HSA_4502369	uniplot:O75936
hsa:HSA_4502387	uniplot:P03999
hsa:HSA_4502387	uniplot:Q0PJU0
hsa:HSA_4502485	uniplot:Q15777
hsa:HSA_4502499	uniplot:O95992
hsa:HSA_4502545	uniplot:P01258
hsa:HSA_4502643	uniplot:P40227
hsa:HSA_4502643	uniplot:A0A024RDL1
hsa:HSA_4502709	uniplot:I6L9I5
hsa:HSA_4502709	uniplot:P06493
hsa:HSA_4502747	uniplot:P50750
hsa:HSA_4502747	uniplot:A0A024R880
hsa:HSA_4502817	uniplot:A4D1Q0
hsa:HSA_4502817	uniplot:P08172
hsa:HSA_4502817	uniplot:Q6SL56
hsa:HSA_4502817	uniplot:Q86SJ1
hsa:HSA_4502835	uniplot:Q05901
hsa:HSA_4502859	uniplot:P33552
hsa:HSA_4502875	uniplot:O15551
hsa:HSA_4502875	uniplot:Q75L79
hsa:HSA_4502877	uniplot:O14493
hsa:HSA_4502877	uniplot:Q75L80
hsa:HSA_4502893	uniplot:A2TDB8
hsa:HSA_4502893	uniplot:P50461
hsa:HSA_4502997	uniplot:P15085
hsa:HSA_4503015	uniplot:O75131
hsa:HSA_4503015	uniplot:A0A024R994
hsa:HSA_4503041	uniplot:P06850
hsa:HSA_4503041	uniplot:A0A0S2Z478
hsa:HSA_4503143	uniplot:P07339
hsa:HSA_4503143	uniplot:V9HWI3
hsa:HSA_4503195	uniplot:P05093
hsa:HSA_4503195	uniplot:Q1HB44
hsa:HSA_4503219	uniplot:P33261
hsa:HSA_4503243	uniplot:Q16850
hsa:HSA_4503243	uniplot:A0A0C4DFL7
hsa:HSA_4503285	uniplot:P52895
hsa:HSA_4503301	uniplot:Q16698
hsa:HSA_4503301	uniplot:A0A024R9D7
hsa:HSA_4503303	uniplot:P12838
hsa:HSA_4503305	uniplot:Q01524
hsa:HSA_4503365	uniplot:O94777
hsa:HSA_4503417	uniplot:Q13115
hsa:HSA_4503453	uniplot:O60869
hsa:HSA_4503509	uniplot:Q14152
hsa:HSA_4503515	uniplot:O15372
hsa:HSA_4503515	uniplot:Q6IB98
hsa:HSA_4503519	uniplot:O00303
hsa:HSA_4503521	uniplot:P60228
hsa:HSA_4503615	uniplot:P49640
hsa:HSA_4503617	uniplot:O43909
hsa:HSA_4503657	uniplot:O75593
hsa:HSA_4503771	uniplot:P49354
hsa:HSA_4503791	uniplot:P01225
hsa:HSA_4503791	uniplot:A0A0F7RQE8
hsa:HSA_4503825	uniplot:Q9UP38
hsa:HSA_4503835	uniplot:O00144
hsa:HSA_4503937	uniplot:O75323
hsa:HSA_4503987	uniplot:Q92820
hsa:HSA_4504063	uniplot:Q92805
hsa:HSA_4504063	uniplot:A0A024R869
hsa:HSA_4504067	uniplot:P17174
hsa:HSA_4504067	uniplot:A0A140VK69
hsa:HSA_4504079	uniplot:O43292
hsa:HSA_4504195	uniplot:P29084
hsa:HSA_4504349	uniplot:D9YZU5
hsa:HSA_4504349	uniplot:P68871
hsa:HSA_4504351	uniplot:A0N071
hsa:HSA_4504351	uniplot:P02042
hsa:HSA_4504511	uniplot:P31689
hsa:HSA_4504517	uniplot:P04792
hsa:HSA_4504517	uniplot:V9HW43
hsa:HSA_4504577	uniplot:P14902
hsa:HSA_4504589	uniplot:P01566
hsa:HSA_4504593	uniplot:P05015
hsa:HSA_4504597	uniplot:P01569
hsa:HSA_4504603	uniplot:P01574
hsa:HSA_4504605	uniplot:P05000
hsa:HSA_4504615	uniplot:P08833
hsa:HSA_4504677	uniplot:A8K673
hsa:HSA_4504677	uniplot:P13232
hsa:HSA_4504699	uniplot:A4D1W7
hsa:HSA_4504699	uniplot:P08476
hsa:HSA_4504711	uniplot:Q14641
hsa:HSA_4504779	uniplot:P26012
hsa:HSA_4504779	uniplot:Q9BUG9
hsa:HSA_4504817	uniplot:P22459
hsa:HSA_4504973	uniplot:P07864
hsa:HSA_4504973	uniplot:A0A140VKA7
hsa:HSA_4505001	uniplot:P53667
hsa:HSA_4505011	uniplot:Q9Y4K0
hsa:HSA_4505245	uniplot:P22897
hsa:HSA_4505343	uniplot:Q09161
hsa:HSA_4505343	uniplot:A0A024R179
hsa:HSA_4505357	uniplot:O00483
hsa:HSA_4505357	uniplot:A0A024R9Z0
hsa:HSA_4505365	uniplot:O95139
hsa:HSA_4505423	uniplot:P48745
hsa:HSA_4505423	uniplot:A0A024R9J4
hsa:HSA_4505449	uniplot:A4D158
hsa:HSA_4505449	uniplot:P01303
hsa:HSA_4505525	uniplot:A4D0P7
hsa:HSA_4505525	uniplot:O43913
hsa:HSA_4505525	uniplot:Q53FC8
hsa:HSA_4505529	uniplot:P19652
hsa:HSA_4505693	uniplot:A4D1H4
hsa:HSA_4505693	uniplot:Q16654
hsa:HSA_4505697	uniplot:O43511
hsa:HSA_4505725	uniplot:O43933
hsa:HSA_4505753	uniplot:P18669
hsa:HSA_4505753	uniplot:Q6FHU2
hsa:HSA_4505817	uniplot:O14986
hsa:HSA_4505817	uniplot:Q7KYT6
hsa:HSA_4505821	uniplot:P12273
hsa:HSA_4505861	uniplot:P00750
hsa:HSA_4505863	uniplot:P00749
hsa:HSA_4505863	uniplot:Q59GZ8
hsa:HSA_4505863	uniplot:A0A024QZM9
hsa:HSA_4505891	uniplot:O60568
hsa:HSA_4505891	uniplot:Q9UG85
hsa:HSA_4505909	uniplot:P02689
hsa:HSA_4506049	uniplot:Q03014
hsa:HSA_4506141	uniplot:Q92743
hsa:HSA_4506181	uniplot:P25787
hsa:HSA_4506181	uniplot:A0A024RA52
hsa:HSA_4506203	uniplot:E9KL30
